Year,State,CO2_Value,Coal_Value,Natural_Gas_Value,Nuclear_Energy_Value,Petroleum_Energy_Value,Renewable_Energy_Value
1985,Utah,22.4,"199,366","123,750",0,"174,052","18,721"
1985,Vermont,9.8,"1,982","4,958","31,860","68,469","26,890"
1985,Virginia,14.4,"297,127","144,466","236,905","683,369","101,913"
1985,Washington,13.5,"93,669","139,974","85,377","607,438","917,386"
1985,West Virginia,53.6,"871,750","125,018",0,"194,395","25,050"
1985,Wisconsin,17.0,"360,704","311,434","116,623","437,393","217,863"
1985,Wyoming,101.0,"405,502","86,031",0,"117,402","14,999"
1986,Alabama,25.5,"660,525","210,226","122,308","425,299","215,783"
1986,Alaska,57.7,"12,150","208,311",0,"273,084","10,707"
1986,Arizona,17.0,"295,888","105,103","105,540","334,630","175,103"
1986,Arkansas,21.4,"224,547","202,982","93,900","263,545","91,234"
1986,California,11.3,"42,519","1,591,045","277,332","3,186,566","668,070"
1986,Colorado,18.8,"295,376","190,320",550,"334,033","44,294"
1986,Connecticut,12.3,"21,216","80,962","197,480","471,128","35,551"
1986,Delaware,27.3,"66,423","33,594",0,"128,005","2,765"
1986,District of Columbia,8.2,"1,359","29,972",0,"48,221","3,049"
1986,Florida,14.0,"459,413","298,928","233,119","1,503,298","118,872"
1986,Georgia,21.6,"692,512","286,490","76,574","753,485","141,713"
1986,Hawaii,15.8,395,0,0,"227,619","17,315"
1986,Idaho,9.9,"8,617","35,450",0,"103,914","146,356"
1986,Illinois,17.2,"804,201","920,227","450,809","1,111,357","141,294"
1986,Indiana,32.7,"1,130,131","396,365",0,"758,023","71,973"
1986,Iowa,20.3,"262,130","163,616","31,666","318,227","99,976"
1986,Kansas,26.8,"251,692","307,990","73,616","390,775","21,818"
1986,Kentucky,30.1,"749,913","173,524",0,"450,380","68,813"
1986,Louisiana,39.5,"171,903","1,496,106","112,532","1,523,944","102,343"
1986,Maine,15.9,"9,294","2,549","66,032","245,667","122,771"
1986,Maryland,14.8,"275,042","157,872","135,704","485,939","54,649"
1986,Massachusetts,14.4,"99,755","188,754","25,604","903,068","69,642"
1986,Michigan,18.7,"811,930","686,621","129,671","848,190","116,002"
1986,Minnesota,15.3,"201,382","244,526","116,919","494,237","66,440"
1986,Mississippi,17.3,"108,771","220,195","43,233","335,829","49,196"
1986,Missouri,19.7,"512,338","244,317","75,854","561,794","49,423"
1986,Montana,28.9,"133,247","41,148",0,"133,303","133,794"
1986,Nebraska,18.4,"109,935","101,872","81,009","191,720","26,645"
1986,Nevada,27.6,"161,583","35,772",0,"141,930","52,238"
1986,New Hampshire,13.6,"25,052","10,197",0,"156,111","38,742"
1986,New Jersey,15.0,"77,882","350,584","156,254","1,272,286","41,534"
1986,New Mexico,29.5,"241,600","144,532",0,"188,641","11,126"
1986,New York,10.7,"253,341","749,210","233,632","1,793,211","429,134"
1986,North Carolina,17.8,"583,153","140,256","214,610","730,781","114,112"
1986,North Dakota,58.2,"310,868","21,367",0,"118,999","29,018"
1986,Ohio,22.9,"1,431,837","744,329",254,"1,067,822","119,814"
1986,Oklahoma,23.9,"217,945","570,749",0,"412,111","45,383"
1986,Oregon,9.8,"2,911","72,523","74,912","324,839","532,746"
1986,Pennsylvania,20.9,"1,318,385","631,709","421,260","1,281,549","117,214"
1986,Rhode Island,9.7,705,"26,931",0,"120,640","4,653"
1986,South Carolina,16.3,"263,944","101,474","376,882","351,623","89,899"
1986,South Dakota,15.3,"29,205","23,409",0,"99,566","64,483"
1986,Tennessee,22.1,"605,739","194,003","-1,107","551,741","156,473"
1986,Texas,30.7,"1,162,745","3,312,909",0,"4,323,366","113,054"
1986,Utah,21.6,"188,954","99,706",0,"188,163","23,017"
1986,Vermont,9.5,653,"4,954","21,776","69,182","23,871"
1986,Virginia,15.0,"303,266","146,586","224,429","741,433","86,471"
1986,Washington,13.6,"63,279","121,783","89,276","675,941","943,085"
1986,West Virginia,54.0,"877,243","121,128",0,"182,865","31,416"
1986,Wisconsin,16.9,"371,384","281,636","118,477","441,874","161,833"
1986,Wyoming,87.0,"336,607","78,424",0,"110,962","16,233"
1987,Alabama,25.8,"660,678","214,611","117,450","460,724","233,511"
1987,Alaska,55.2,"4,330","251,512",0,"231,366","12,004"
1987,Arizona,16.4,"282,882","121,301","140,532","341,954","123,114"
1987,Arkansas,20.1,"211,011","172,340","118,720","263,304","86,688"
1987,California,12.1,"44,951","1,992,956","317,298","3,319,791","524,440"
1987,Colorado,18.8,"296,539","201,536","1,812","333,845","32,433"
1987,Connecticut,12.2,"21,396","94,504","214,482","465,403","30,809"
1987,Delaware,28.1,"70,471","37,254",0,"131,324","2,162"
1987,District of Columbia,7.8,"1,742","31,422",0,"43,923","2,229"
1987,Florida,14.5,"586,620","313,553","196,026","1,469,980","108,785"
1987,Georgia,22.0,"710,572","311,055","159,333","791,671","146,038"
1987,Hawaii,15.7,"1,573",159,0,"228,894","18,834"
1987,Idaho,10.2,"8,859","37,780",0,"105,281","101,447"
1987,Illinois,16.9,"783,231","873,837","524,124","1,159,731","151,533"
1987,Indiana,33.7,"1,166,555","412,377",0,"798,618","76,758"
1987,Iowa,21.1,"287,346","157,888","26,348","309,604","107,657"
1987,Kansas,28.0,"267,406","343,155","67,572","395,580","20,517"
1987,Kentucky,30.6,"746,716","178,271",0,"481,870","66,840"
1987,Louisiana,40.5,"172,355","1,560,707","128,688","1,502,306","102,199"
1987,Maine,14.7,"6,849","2,747","42,216","234,781","116,377"
1987,Maryland,15.6,"288,901","174,143","105,147","516,249","47,753"
1987,Massachusetts,14.4,"117,626","231,953","11,863","866,120","60,278"
1987,Michigan,18.9,"840,236","668,667","150,251","879,671","116,158"
1987,Minnesota,16.2,"255,980","239,750","120,643","487,282","60,506"
1987,Mississippi,17.9,"122,372","212,336","80,577","349,660","45,439"
1987,Missouri,20.1,"528,040","234,492","65,615","583,414","40,982"
1987,Montana,29.3,"132,937","39,561",0,"133,216","111,016"
1987,Nebraska,19.2,"116,462","105,571","89,684","200,556","24,830"
1987,Nevada,26.8,"154,875","41,694",0,"153,921","28,996"
1987,New Hampshire,14.4,"31,550","11,840",0,"166,118","34,985"
1987,New Jersey,15.5,"90,538","418,223","237,006","1,273,285","38,592"
1987,New Mexico,31.3,"260,668","164,588",0,"197,109","8,592"
1987,New York,11.3,"294,305","801,487","239,397","1,853,579","400,041"
1987,North Carolina,16.8,"500,936","153,261","298,644","761,413","134,887"
1987,North Dakota,59.8,"319,324","20,616",0,"116,746","25,054"
1987,Ohio,23.0,"1,433,056","747,082","78,448","1,114,991","125,393"
1987,Oklahoma,25.7,"240,662","617,551",0,"412,384","45,998"
1987,Oregon,10.2,"3,679","82,487","45,399","332,885","477,093"
1987,Pennsylvania,21.8,"1,381,080","658,802","365,282","1,340,493","108,025"
1987,Rhode Island,9.9,130,"36,824",0,"121,161","3,302"
1987,South Carolina,17.2,"295,325","108,597","410,268","360,750","95,973"
1987,South Dakota,13.5,"14,564","21,361",0,"102,956","60,201"
1987,Tennessee,21.7,"596,507","206,963","-1,124","544,135","176,511"
1987,Texas,31.0,"1,203,925","3,435,408",0,"4,370,450","120,707"
1987,Utah,26.5,"273,790","106,906",0,"192,227","14,264"
1987,Vermont,10.1,315,"5,113","36,927","75,708","23,132"
1987,Virginia,15.8,"337,881","165,106","189,468","774,880","88,065"
1987,Washington,14.7,"95,700","136,071","57,728","701,381","850,807"
1987,West Virginia,54.9,"871,744","123,734",0,"193,284","28,499"
1987,Wisconsin,17.1,"386,561","281,599","118,109","446,969","152,928"
1987,Wyoming,111.7,"428,126","86,042",0,"125,441","11,118"
1988,Alabama,26.1,"652,717","243,192","137,623","463,721","216,597"
1988,Alaska,55.8,"4,362","288,798",0,"215,477","12,761"
1988,Arizona,16.9,"309,041","128,594","243,215","347,703","98,749"
1988,Arkansas,21.8,"218,821","218,787","94,309","276,538","92,546"
1988,California,12.1,"50,824","1,860,391","327,209","3,515,528","515,854"
1988,Colorado,19.5,"311,372","218,567","6,994","336,407","32,649"
1988,Connecticut,12.9,"23,112","90,697","235,904","497,770","34,409"
1988,Delaware,28.6,"69,034","29,928",0,"144,931","2,310"
1988,District of Columbia,7.8,781,"33,079",0,"42,714","2,382"
1988,Florida,14.9,"611,464","305,758","277,752","1,579,829","114,445"
1988,Georgia,22.0,"698,991","330,859","160,615","825,122","138,748"
1988,Hawaii,18.2,"1,242",0,0,"268,023","20,427"
1988,Idaho,10.7,"9,710","41,551",0,"108,434","87,409"
1988,Illinois,17.3,"745,182","972,786","733,298","1,207,204","160,014"
1988,Indiana,35.5,"1,267,244","459,359",0,"771,753","80,134"
1988,Iowa,22.6,"306,130","196,345","33,536","317,882","111,500"
1988,Kansas,28.7,"269,294","347,982","70,503","432,737","21,727"
1988,Kentucky,33.4,"821,777","190,884",0,"511,647","61,978"
1988,Louisiana,42.7,"212,090","1,506,424","146,152","1,587,062","104,615"
1988,Maine,17.0,"6,906","3,283","53,192","280,038","118,029"
1988,Maryland,15.9,"301,217","177,667","124,404","533,782","46,241"
1988,Massachusetts,14.3,"116,851","216,402","11,841","877,092","61,835"
1988,Michigan,19.6,"830,904","763,254","188,799","911,829","122,565"
1988,Minnesota,17.9,"303,592","285,439","130,279","501,511","61,444"
1988,Mississippi,19.1,"129,622","216,397","101,592","380,731","47,412"
1988,Missouri,20.7,"547,281","254,438","94,731","607,354","44,194"
1988,Montana,35.8,"181,480","42,872",0,"135,516","103,727"
1988,Nebraska,21.7,"139,344","117,991","72,391","215,764","22,964"
1988,Nevada,29.2,"183,513","48,338",0,"166,087","24,397"
1988,New Hampshire,14.5,"32,754","12,830",0,"167,452","36,549"
1988,New Jersey,15.2,"81,127","409,818","253,285","1,259,554","41,856"
1988,New Mexico,32.3,"266,124","185,246",0,"198,678","8,594"
1988,New York,11.6,"332,998","812,385","256,306","1,901,048","365,628"
1988,North Carolina,17.3,"515,435","156,550","309,008","799,693","115,314"
1988,North Dakota,67.9,"369,782","25,018",0,"115,240","23,859"
1988,Ohio,23.8,"1,474,684","837,475","89,635","1,102,825","131,494"
1988,Oklahoma,27.1,"269,419","611,171",0,"427,135","37,117"
1988,Oregon,10.8,"3,115","89,162","67,204","355,757","470,568"
1988,Pennsylvania,22.7,"1,466,212","692,470","401,416","1,361,537","108,182"
1988,Rhode Island,10.4,"4,386","31,217",0,"125,779","3,528"
1988,South Carolina,18.0,"301,780","115,146","431,984","399,527","83,299"
1988,South Dakota,16.4,"33,805","24,701",0,"104,269","59,354"
1988,Tennessee,22.1,"610,560","220,847","41,776","551,907","150,409"
1988,Texas,32.8,"1,264,113","3,665,182","40,201","4,620,740","111,778"
1988,Utah,30.6,"337,985","117,778",0,"196,678","11,781"
1988,Vermont,10.4,284,"5,495","43,615","78,546","21,704"
1988,Virginia,16.1,"342,900","169,565","223,036","803,072","80,435"
1988,Washington,15.2,"99,099","150,514","63,616","735,378","835,500"
1988,West Virginia,58.4,"915,425","131,544",0,"201,175","29,016"
1988,Wisconsin,17.9,"394,074","319,681","121,546","478,838","157,330"
1988,Wyoming,119.4,"445,702","86,422",0,"128,596","11,399"
1989,Alabama,27.3,"682,145","253,577","121,962","487,915","304,351"
1989,Alaska,60.9,"4,719","321,207",0,"231,924","18,342"
1989,Arizona,18.1,"353,144","151,468","83,080","352,657","101,497"
1989,Arkansas,21.9,"203,343","251,139","93,599","275,348","119,759"
1989,California,12.3,"66,427","2,047,845","344,146","3,567,746","742,255"
1989,Colorado,19.8,"323,462","240,556","5,600","320,489","30,873"
1989,Connecticut,13.3,"23,762","101,745","207,033","508,810","36,042"
1989,Delaware,27.0,"61,212","35,883",0,"141,608","2,516"
1989,District of Columbia,8.1,"1,488","33,757",0,"43,073","2,515"
1989,Florida,14.9,"636,640","337,182","221,356","1,574,562","233,039"
1989,Georgia,20.9,"666,790","325,560","264,167","797,088","218,604"
1989,Hawaii,18.7,795,0,0,"280,097","28,875"
1989,Idaho,11.2,"9,757","46,904",0,"115,788","124,844"
1989,Illinois,17.0,"720,967","1,007,747","791,821","1,104,564","131,790"
1989,Indiana,36.1,"1,292,598","465,877",0,"792,209","69,984"
1989,Iowa,22.6,"317,665","178,635","33,221","312,206","77,651"
1989,Kansas,27.8,"267,926","338,559","102,753","411,768","17,714"
1989,Kentucky,32.4,"767,632","195,826",0,"527,575","77,084"
1989,Louisiana,44.1,"207,701","1,622,888","131,136","1,572,980","129,814"
1989,Maine,15.7,"6,757","3,930","73,464","258,047","154,425"
1989,Maryland,16.4,"295,785","198,687","28,777","571,851","55,480"
1989,Massachusetts,14.8,"121,873","260,271","31,906","888,008","66,832"
1989,Michigan,19.2,"790,246","797,304","225,547","911,714","115,859"
1989,Minnesota,18.4,"324,899","301,369","115,634","503,752","64,343"
1989,Mississippi,17.9,"95,648","232,394","82,824","365,367","76,403"
1989,Missouri,20.7,"550,407","252,657","88,307","603,202","37,837"
1989,Montana,36.3,"179,360","46,671",0,"143,576","110,781"
1989,Nebraska,20.6,"131,097","116,612","85,480","206,709","22,066"
1989,Nevada,27.6,"170,222","65,538",0,"175,143","30,610"
1989,New Hampshire,14.4,"31,544","13,606",0,"173,652","40,566"
1989,New Jersey,15.7,"94,831","468,254","243,746","1,258,947","34,877"
1989,New Mexico,33.5,"279,835","205,131",0,"199,118","9,918"
1989,New York,11.9,"363,802","869,652","241,794","1,868,573","379,021"
1989,North Carolina,17.6,"591,439","166,835","309,152","745,095","167,662"
1989,North Dakota,68.4,"363,811","25,922",0,"118,036","24,212"
1989,Ohio,23.8,"1,468,632","847,953","133,993","1,138,457","112,103"
1989,Oklahoma,27.7,"270,329","620,318",0,"436,023","50,344"
1989,Oregon,11.0,"6,734","111,807","56,080","352,981","481,678"
1989,Pennsylvania,22.9,"1,490,936","714,659","414,489","1,363,180","98,078"
1989,Rhode Island,9.2,679,"34,628",0,"112,685","3,805"
1989,South Carolina,17.6,"302,156","119,649","431,569","381,588","97,884"
1989,South Dakota,16.8,"34,299","25,922",0,"108,171","52,289"
1989,Tennessee,21.2,"566,938","228,488","165,130","567,114","205,997"
1989,Texas,33.7,"1,335,906","3,886,107","105,722","4,651,246","127,595"
1989,Utah,30.6,"349,724","123,414",0,"190,141","11,680"
1989,Vermont,10.1,236,"6,064","38,171","77,571","20,018"
1989,Virginia,16.4,"384,191","180,403","150,955","788,354","98,719"
1989,Washington,15.3,"96,650","167,828","64,745","761,470","855,805"
1989,West Virginia,60.6,"932,539","139,427",0,"209,562","25,599"
1989,Wisconsin,17.9,"389,885","332,744","114,802","487,333","124,135"
1989,Wyoming,117.1,"425,603","86,716",0,"129,670","10,475"
1990,Alabama,27.1,"682,496","252,128","127,533","482,913","253,287"
1990,Alaska,61.4,"12,387","326,826",0,"226,509","18,357"
1990,Arizona,17.1,"343,415","130,781","217,965","347,239","94,753"
1990,Arkansas,21.5,"212,707","234,465","119,387","265,920","110,505"
1990,California,12.0,"84,160","2,101,602","345,955","3,505,561","672,945"
1990,Colorado,20.1,"337,375","232,296",0,"326,470","27,106"
1990,Connecticut,12.3,"38,511","108,843","209,272","439,477","34,712"
1990,Delaware,26.9,"59,491","35,620",0,"139,496","1,653"
1990,District of Columbia,7.3,"1,733","29,095",0,"37,962","1,283"
1990,Florida,14.4,"633,390","341,993","230,471","1,567,401","199,621"
1990,Georgia,21.3,"714,128","319,199","262,401","815,477","236,225"
1990,Hawaii,19.2,721,0,0,"292,762","27,937"
1990,Idaho,11.2,"10,086","46,786",0,"120,117","119,701"
1990,Illinois,16.8,"748,159","951,868","760,711","1,101,003","102,981"
1990,Indiana,37.1,"1,361,800","456,002",0,"815,938","60,812"
1990,Iowa,22.8,"334,999","172,149","31,868","304,549","74,025"
1990,Kansas,27.7,"271,741","352,645","83,328","399,100","13,869"
1990,Kentucky,32.6,"803,503","191,704",0,"501,555","53,391"
1990,Louisiana,45.4,"208,871","1,654,692","150,230","1,611,729","125,516"
1990,Maine,15.3,"10,413","4,572","51,436","247,447","151,630"
1990,Maryland,14.7,"286,482","180,566","13,242","505,810","50,546"
1990,Massachusetts,13.8,"114,004","273,581","53,647","806,141","65,262"
1990,Michigan,19.3,"788,043","879,335","228,682","871,782","102,166"
1990,Minnesota,18.0,"325,469","291,771","128,458","502,903","60,972"
1990,Mississippi,18.8,"103,944","261,921","78,541","374,048","84,868"
1990,Missouri,20.1,"539,572","241,335","84,635","586,562","43,149"
1990,Montana,34.9,"168,848","44,378",0,"142,439","123,371"
1990,Nebraska,20.8,"142,021","106,854","79,485","205,026","19,705"
1990,Nevada,25.2,"165,306","66,759",0,"168,907","30,070"
1990,New Hampshire,13.1,"31,544","14,265","43,182","159,032","46,824"
1990,New Jersey,14.2,"80,800","447,829","251,538","1,127,887","26,138"
1990,New Mexico,34.7,"275,661","251,470",0,"210,758","8,718"
1990,New York,11.5,"349,779","894,964","249,982","1,785,597","390,950"
1990,North Carolina,16.7,"568,294","166,744","274,130","715,480","168,721"
1990,North Dakota,70.4,"374,517","28,045",0,"112,054","21,154"
1990,Ohio,22.7,"1,425,314","775,706","112,845","1,087,841","79,958"
1990,Oklahoma,27.9,"278,807","628,222",0,"430,559","49,914"
1990,Oregon,10.8,"15,658","111,724","64,273","346,180","487,410"
1990,Pennsylvania,22.2,"1,469,705","680,468","611,503","1,311,090","91,855"
1990,Rhode Island,8.8,129,"40,399",0,"104,515","4,499"
1990,South Carolina,17.4,"289,222","134,089","453,763","387,626","106,617"
1990,South Dakota,16.9,"34,882","25,446",0,"108,392","44,283"
1990,Tennessee,21.5,"600,526","227,522","148,175","553,207","165,010"
1990,Texas,33.4,"1,333,671","3,876,543","167,823","4,758,496","117,290"
1990,Utah,31.5,"366,842","126,913",0,"193,227","10,778"
1990,Vermont,9.7,201,"6,678","38,267","72,019","19,484"
1990,Virginia,15.3,"355,067","192,022","252,065","752,480","105,874"
1990,Washington,14.6,"85,575","167,430","60,762","763,170","1,004,696"
1990,West Virginia,57.7,"873,485","129,005",0,"207,656","18,512"
1990,Wisconsin,17.5,"394,460","311,236","118,793","478,557","103,244"
1990,Wyoming,126.0,"459,772","101,316",0,"122,829","9,529"
1991,Alabama,27.8,"723,921","261,476","166,430","486,549","257,202"
1991,Alaska,60.4,"12,675","367,952",0,"204,675","17,357"
1991,Arizona,16.9,"347,261","128,178","263,104","354,652","88,774"
1991,Arkansas,20.9,"215,945","212,680","132,746","261,975","110,143"
1991,California,11.4,"89,519","2,208,285","330,684","3,254,790","658,090"
1991,Colorado,20.0,"330,609","268,787",0,"331,410","32,617"
1991,Connecticut,12.0,"38,582","115,683","128,355","426,380","35,008"
1991,Delaware,26.2,"56,853","38,967",0,"139,102","1,733"
1991,District of Columbia,7.3,"1,653","31,287",0,"35,739","1,347"
1991,Florida,14.1,"650,316","360,992","215,001","1,545,238","213,746"
1991,Georgia,19.7,"643,363","331,599","272,752","780,556","227,699"
1991,Hawaii,17.1,"1,063",0,0,"266,571","27,516"
1991,Idaho,11.5,"12,271","52,741",0,"120,517","116,219"
1991,Illinois,16.6,"757,572","999,478","753,444","1,052,333","108,933"
1991,Indiana,36.0,"1,338,976","460,594",0,"783,275","61,906"
1991,Iowa,23.4,"349,273","188,083","43,475","304,543","76,130"
1991,Kansas,27.1,"268,537","373,151","61,422","366,669","14,307"
1991,Kentucky,32.2,"802,748","196,251",0,"497,931","59,493"
1991,Louisiana,44.8,"214,236","1,596,766","146,317","1,646,691","128,100"
1991,Maine,14.9,"15,409","5,001","65,676","236,445","157,261"
1991,Maryland,14.2,"274,761","182,961","94,734","492,584","41,675"
1991,Massachusetts,13.6,"117,917","283,708","46,304","779,969","66,582"
1991,Michigan,19.0,"764,149","889,956","283,290","873,873","110,847"
1991,Minnesota,17.7,"301,476","318,200","126,427","509,447","65,660"
1991,Mississippi,18.5,"95,302","257,004","95,750","384,670","89,510"
1991,Missouri,20.0,"533,887","258,636","104,624","580,164","32,516"
1991,Montana,36.0,"184,213","46,719",0,"135,154","142,264"
1991,Nebraska,21.1,"152,008","111,956","84,372","200,522","19,436"
1991,Nevada,25.2,"180,259","68,175",0,"174,349","39,509"
1991,New Hampshire,12.9,"34,784","14,098","71,164","146,347","40,894"
1991,New Jersey,14.1,"61,891","495,053","260,072","1,125,667","35,988"
1991,New Mexico,31.0,"234,301","227,349",0,"226,518","9,344"
1991,New York,11.0,"352,268","916,539","298,252","1,667,903","379,052"
1991,North Carolina,16.3,"567,411","172,818","317,795","705,946","137,701"
1991,North Dakota,72.1,"378,936","36,122",0,"113,247","22,111"
1991,Ohio,22.4,"1,413,415","798,398","155,507","1,054,525","85,301"
1991,Oklahoma,28.1,"312,747","589,960",0,"433,239","41,216"
1991,Oregon,11.7,"32,760","127,778","15,363","359,850","484,638"
1991,Pennsylvania,21.5,"1,425,228","666,938","602,575","1,266,691","90,246"
1991,Rhode Island,10.6,101,"77,996",0,"95,651","4,585"
1991,South Carolina,17.4,"290,951","137,393","451,945","399,050","107,666"
1991,South Dakota,16.4,"38,674","26,730",0,"97,389","44,067"
1991,Tennessee,20.2,"565,397","234,594","173,895","526,118","178,555"
1991,Texas,32.4,"1,333,449","3,823,075","207,582","4,782,851","122,315"
1991,Utah,30.0,"344,365","142,458",0,"205,358","12,555"
1991,Vermont,10.0,307,"6,982","43,072","77,556","17,310"
1991,Virginia,15.3,"379,934","188,469","250,424","731,252","107,612"
1991,Washington,14.3,"89,085","179,237","44,346","761,591","1,007,895"
1991,West Virginia,53.2,"802,006","118,823",0,"199,249","16,399"
1991,Wisconsin,17.7,"405,601","333,844","115,234","478,345","109,956"
1991,Wyoming,120.9,"450,771","103,129",0,"109,136","10,779"
1992,Alabama,29.1,"775,653","287,947","203,111","491,998","257,599"
1992,Alaska,60.8,"12,509","383,887",0,"212,539","18,300"
1992,Arizona,17.0,"369,743","133,771","268,149","365,236","87,528"
1992,Arkansas,21.2,"220,706","226,598","118,591","271,674","112,813"
1992,California,11.4,"91,515","2,294,135","369,043","3,245,822","642,456"
1992,Colorado,19.7,"339,652","259,036",0,"340,901","28,988"
1992,Connecticut,12.1,"39,166","126,132","175,606","422,371","39,390"
1992,Delaware,25.6,"46,120","37,201",0,"147,977","1,783"
1992,District of Columbia,7.3,"1,254","33,187",0,"34,547","1,411"
1992,Florida,14.0,"649,439","371,137","262,989","1,567,742","231,574"
1992,Georgia,19.2,"613,139","351,369","293,149","795,239","234,696"
1992,Hawaii,17.6,"6,750",0,0,"272,480","26,800"
1992,Idaho,10.5,"9,620","50,382",0,"118,730","95,136"
1992,Illinois,16.1,"698,647","1,003,295","772,156","1,078,468","114,816"
1992,Indiana,35.2,"1,291,098","485,267",0,"779,449","63,036"
1992,Iowa,22.7,"329,253","179,626","35,655","314,515","80,204"
1992,Kansas,25.8,"253,303","338,755","88,906","382,061","14,248"
1992,Kentucky,32.9,"812,932","200,899",0,"528,196","61,359"
1992,Louisiana,46.1,"223,538","1,619,499","108,433","1,735,750","131,568"
1992,Maine,15.5,"27,500","5,333","56,104","232,092","159,035"
1992,Maryland,13.7,"247,493","189,963","111,662","494,384","46,672"
1992,Massachusetts,13.9,"112,044","344,350","49,653","767,820","68,432"
1992,Michigan,18.7,"707,470","964,201","197,365","876,843","113,219"
1992,Minnesota,17.8,"300,773","312,165","116,923","538,597","72,610"
1992,Mississippi,18.4,"86,785","250,696","85,587","399,471","90,830"
1992,Missouri,19.7,"522,331","241,227","84,647","600,605","37,086"
1992,Montana,36.9,"194,093","46,615",0,"139,897","95,817"
1992,Nebraska,20.2,"140,933","103,220","91,605","203,315","21,140"
1992,Nevada,24.9,"178,836","81,193",0,"178,800","37,488"
1992,New Hampshire,12.9,"34,679","16,907","82,393","146,937","42,211"
1992,New Jersey,14.9,"62,741","625,894","226,122","1,123,664","38,617"
1992,New Mexico,31.9,"267,469","211,096",0,"231,443","9,308"
1992,New York,10.9,"355,983","1,032,726","252,926","1,573,605","395,108"
1992,North Carolina,17.6,"649,160","186,902","238,255","734,150","159,968"
1992,North Dakota,74.7,"399,188","32,147",0,"117,579","21,389"
1992,Ohio,22.6,"1,416,870","838,235","155,028","1,095,319","84,110"
1992,Oklahoma,28.6,"328,337","565,655",0,"468,171","53,293"
1992,Oregon,11.9,"40,780","127,163","47,880","369,828","375,975"
1992,Pennsylvania,22.0,"1,473,154","717,188","629,650","1,283,797","107,587"
1992,Rhode Island,12.8,123,"117,757",0,"104,490","4,840"
1992,South Carolina,17.0,"288,325","141,758","476,813","387,865","110,649"
1992,South Dakota,16.3,"36,042","27,035",0,"103,259","41,909"
1992,Tennessee,21.0,"590,306","249,234","163,909","561,444","168,952"
1992,Texas,32.1,"1,324,063","3,768,323","256,502","4,986,280","136,103"
1992,Utah,29.9,"363,056","132,362",0,"201,745","12,402"
1992,Vermont,10.7,508,"7,570","39,105","81,981","16,014"
1992,Virginia,15.2,"379,542","220,950","244,334","724,875","110,879"
1992,Washington,15.6,"106,087","180,583","59,605","847,703","806,664"
1992,West Virginia,54.2,"812,735","137,666",0,"197,870","18,857"
1992,Wisconsin,17.3,"395,035","334,867","117,350","476,373","110,394"
1992,Wyoming,131.2,"491,324","130,703",0,"113,026","9,262"
1993,Alabama,29.7,"812,948","302,250","187,216","498,060","269,514"
1993,Alaska,59.6,"13,630","375,971",0,"213,456","20,551"
1993,Arizona,17.0,"389,839","118,159","231,601","379,251","86,942"
1993,Arkansas,20.5,"200,450","232,682","142,032","284,367","133,803"
1993,California,10.9,"84,669","2,213,111","331,724","3,155,634","822,369"
1993,Colorado,20.0,"347,233","286,366",0,"364,253","33,636"
1993,Connecticut,11.5,"37,303","125,793","229,006","398,029","39,678"
1993,Delaware,27.1,"63,469","39,346",0,"147,230","2,492"
1993,District of Columbia,7.6,"1,279","33,325",0,"36,925","1,946"
1993,Florida,13.9,"654,527","368,011","271,916","1,615,819","217,481"
1993,Georgia,20.1,"655,174","359,989","286,059","872,312","240,389"
1993,Hawaii,16.0,"15,575",0,0,"239,247","27,829"
1993,Idaho,11.2,"9,782","58,294",0,"128,448","125,883"
1993,Illinois,17.3,"812,832","1,043,124","823,235","1,102,832","98,172"
1993,Indiana,35.6,"1,319,875","521,235",0,"801,174","53,578"
1993,Iowa,23.7,"344,102","196,652","33,981","339,473","80,903"
1993,Kansas,27.9,"302,570","386,513","82,977","352,596","13,513"
1993,Kentucky,35.3,"921,147","213,053",0,"526,612","50,100"
1993,Louisiana,46.6,"223,457","1,637,028","151,238","1,759,008","138,255"
1993,Maine,15.1,"17,377","5,191","60,292","239,297","158,153"
1993,Maryland,14.0,"261,730","186,562","129,208","517,723","49,263"
1993,Massachusetts,13.3,"99,579","350,562","45,574","741,938","69,749"
1993,Michigan,18.7,"715,473","924,909","299,627","903,733","106,055"
1993,Minnesota,18.6,"325,850","331,511","125,902","547,209","78,149"
1993,Mississippi,19.0,"99,325","235,310","83,019","422,266","92,918"
1993,Missouri,19.2,"467,752","280,680","88,038","620,426","52,644"
1993,Montana,33.2,"161,903","54,265",0,"149,526","109,033"
1993,Nebraska,22.1,"166,207","122,210","71,481","199,079","20,857"
1993,Nevada,24.1,"172,371","87,493",0,"190,337","41,377"
1993,New Hampshire,13.2,"37,485","16,932","95,028","147,279","42,448"
1993,New Jersey,14.4,"63,133","651,646","261,888","1,089,682","37,096"
1993,New Mexico,31.7,"270,273","224,999",0,"232,189","8,838"
1993,New York,10.5,"326,194","1,021,481","282,445","1,559,483","421,585"
1993,North Carolina,18.0,"689,419","192,526","249,564","759,709","157,578"
1993,North Dakota,74.7,"399,919","36,274",0,"115,068","18,259"
1993,Ohio,22.9,"1,431,633","864,580","105,152","1,100,196","65,996"
1993,Oklahoma,29.3,"355,829","600,099",0,"457,287","67,957"
1993,Oregon,11.5,"37,131","141,796",-223,"360,397","417,186"
